,Team Code,Game Code,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal,Name,Conference Code,Date,Visit Team Code,Home Team Code,Stadium Code,Site,Conference Name,Subdivision,bye,New Date,Wk_x,Wk_y,outcome,points_for,points_against
10,8,6.93001E+14,56,313,4,16,10,109,1,0,0,1,12,0,2,68,1,0,0,0,3,39,0,0,0,0,2,1,6,6,0,0,0,0,0,45,2,78,8,538,2,0,0,0,0,19,30,4,6,0,0,9,0,7,0,22,4,0,2222,5,61,11,5,2,1,4,2,1,Alabama,911,11/21/2009,693,8,5,TEAM,Southeastern Conference,FBS,,11/21/2009,,,Win,45,0
11,8,8.00372E+12,35,73,1,32,21,218,2,0,0,1,46,0,2,67,0,0,0,0,1,14,0,0,0,0,3,2,2,2,1,0,0,0,0,26,5,226,6,354,1,1,0,1,0,32,30,9,50,3,32,6,1,2,0,3,13,1,2027,4,26,14,5,1,0,4,2,2,Alabama,911,11/27/2009,8,37,1,TEAM,Southeastern Conference,FBS,,11/27/2009,,,Win,26,21
12,8,2.35001E+14,53,251,3,18,12,239,1,0,0,3,79,0,1,8,0,0,0,0,1,0,0,0,0,0,2,2,3,2,1,0,0,0,0,32,2,83,7,478,1,0,0,1,0,29,16,5,7,0,0,14,0,6,0,14,10,2,2377,1,5,15,11,0,0,6,4,1,Alabama,911,12/5/2009,235,8,38,NEUTRAL,Southeastern Conference,FBS,,12/5/2009,,,Win,32,13
13,8,7.03001E+14,51,205,4,12,6,58,0,1,0,3,19,0,3,19,0,0,0,0,4,31,1,0,0,0,2,1,5,4,0,0,0,0,0,37,7,261,7,415,1,0,0,1,1,38,16,7,30,1,14,0,1,6,0,10,3,3,2019,5,38,12,2,1,0,4,3,1,Alabama,911,1/7/2010,703,8,15,NEUTRAL,Southeastern Conference,FBS,,1/7/2010,,,Win,37,21
14,28,2.94003E+14,39,199,3,30,17,208,1,0,0,2,70,0,4,42,0,0,0,0,4,67,1,0,0,0,6,5,5,5,0,0,0,0,0,50,2,69,10,686,2,0,0,1,0,33,18,10,32,2,19,0,2,3,1,9,9,2,2054,8,67,14,4,2,2,10,3,5,Arizona State,905,9/5/2009,294,28,10,TEAM,Pac-12 Conference,FBS,,9/5/2009,,,Win,50,3
15,28,4.98003E+14,34,118,3,33,19,220,1,0,0,2,133,1,3,32,0,0,0,0,2,34,0,0,0,0,1,1,5,5,0,0,0,0,0,38,5,231,7,411,0,0,0,1,0,40,14,5,8,0,0,0,0,3,0,6,8,1,1949,12,122,15,7,1,0,5,4,1,Arizona State,905,9/19/2009,498,28,10,TEAM,Pac-12 Conference,FBS,x,9/19/2009,,,Win,38,14
16,28,2.80257E+13,28,88,0,32,10,116,1,1,0,3,51,0,2,29,0,0,0,0,2,69,1,0,0,0,2,1,2,2,0,0,0,0,0,17,7,293,4,210,0,1,0,0,0,33,32,3,8,0,0,0,1,4,0,5,6,3,1803,8,74,13,4,0,0,3,1,1,Arizona State,905,9/26/2009,28,257,36,TEAM,Pac-12 Conference,FBS,,9/26/2009,,,Loss,17,20
17,28,5.28003E+14,31,68,1,58,32,338,1,1,0,5,73,0,1,14,0,0,0,0,1,-5,0,0,0,0,1,1,2,2,0,0,0,0,0,17,5,267,4,218,0,2,0,3,1,34,16,3,14,1,8,0,0,3,0,4,20,2,2124,10,80,18,4,7,5,4,2,1,Arizona State,905,10/3/2009,528,28,10,TEAM,Pac-12 Conference,FBS,,10/3/2009,,,Loss,17,28
18,28,2.80754E+13,37,220,3,33,22,190,1,3,1,3,33,0,5,30,0,0,0,0,2,27,0,0,0,0,0,0,3,1,1,1,0,0,0,27,5,244,5,284,0,0,0,3,3,47,12,23,110,12,82,6,3,2,0,14,7,1,1742,6,70,12,3,2,1,5,4,0,Arizona State,905,10/10/2009,28,754,138,TEAM,Pac-12 Conference,FBS,,10/10/2009,,,Win,27,14
19,28,7.56003E+14,27,169,1,36,22,295,2,0,0,2,34,0,2,10,0,0,0,0,2,6,0,0,0,0,3,1,3,3,0,0,0,0,0,24,4,175,5,304,1,0,0,2,1,44,10,5,16,3,10,0,0,2,0,7,12,5,1765,9,99,12,5,0,0,4,1,1,Arizona State,905,10/17/2009,756,28,10,TEAM,Pac-12 Conference,FBS,,10/17/2009,,,Win,24,17
20,28,2.80674E+13,25,129,0,30,13,161,2,0,0,7,140,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,6,258,3,182,0,0,0,1,1,47,30,3,16,0,0,0,2,3,0,6,8,1,1348,10,90,11,3,2,0,1,1,0,Arizona State,905,10/24/2009,28,674,19,TEAM,Pac-12 Conference,FBS,,10/24/2009,,,Loss,14,33
21,28,1.07003E+14,26,82,1,30,17,247,2,2,0,5,110,0,2,26,0,1,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,7,330,4,245,0,0,0,2,1,52,16,6,30,3,19,0,4,4,0,4,9,2,1518,11,123,12,4,1,0,3,2,0,Arizona State,905,10/31/2009,107,28,10,TEAM,Pac-12 Conference,FBS,,10/31/2009,,,Loss,21,23
22,28,6.57003E+14,33,81,0,50,23,266,1,3,0,3,77,0,2,7,0,0,0,0,1,17,0,0,0,0,1,1,1,0,0,0,0,0,0,9,8,328,3,184,0,0,0,3,1,30,24,5,10,1,5,0,0,4,0,7,13,3,2015,9,75,18,5,3,2,2,0,1,Arizona State,905,11/7/2009,657,28,10,TEAM,Pac-12 Conference,FBS,,11/7/2009,,,Loss,9,14
23,28,2.80529E+13,38,84,2,32,18,127,1,1,0,9,135,0,2,6,0,0,0,0,1,13,0,0,0,0,0,0,3,3,0,0,0,0,0,21,8,301,4,237,0,0,0,1,0,36,26,4,7,0,0,1,1,1,0,4,7,3,2185,9,82,18,7,1,0,3,3,0,Arizona State,905,11/14/2009,28,529,108,TEAM,Pac-12 Conference,FBS,,11/14/2009,,,Loss,21,44
24,28,2.8011E+13,33,118,0,22,15,197,2,1,0,4,92,0,1,14,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,13,4,170,3,183,0,0,0,6,5,44,20,7,15,0,0,0,0,6,0,10,5,2,1675,9,62,10,3,1,0,0,0,0,Arizona State,905,11/21/2009,28,110,15,TEAM,Pac-12 Conference,FBS,,11/21/2009,,,Loss,13,23
25,28,2.90028E+13,30,86,0,33,17,217,2,0,0,3,66,0,4,71,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,17,9,383,4,259,0,0,0,2,1,38,22,4,13,1,10,0,1,6,0,6,8,0,1873,10,83,16,3,2,2,3,1,1,Arizona State,905,11/28/2009,29,28,10,TEAM,Pac-12 Conference,FBS,,11/28/2009,,,Loss,17,20
26,29,1.29003E+14,46,246,1,30,19,202,0,1,0,2,64,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,1,1,0,0,0,0,0,19,3,123,6,352,0,0,0,1,1,36,12,3,17,2,12,0,1,2,0,15,9,0,2265,5,45,16,6,0,0,5,1,3,Arizona,905,9/5/2009,129,29,11,TEAM,Pac-12 Conference,FBS,,9/5/2009,,,Win,19,6
27,29,5.01003E+14,47,365,3,28,20,194,2,1,0,3,84,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,5,4,0,0,0,0,0,34,0,0,6,403,3,0,0,1,1,33,10,2,11,1,7,0,1,1,0,16,11,0,2152,5,35,13,8,4,3,5,3,0,Arizona,905,9/12/2009,501,29,11,TEAM,Pac-12 Conference,FBS,,9/12/2009,,,Win,34,17
28,29,2.90312E+13,25,148,0,26,10,105,1,1,0,6,146,0,1,4,0,0,0,0,1,38,1,0,0,0,1,1,2,2,0,0,0,0,0,17,6,229,3,188,0,0,1,1,0,38,54,6,35,3,32,0,0,4,0,3,4,1,1324,4,41,12,2,3,2,2,1,1,Arizona,905,9/19/2009,29,312,41,TEAM,Pac-12 Conference,FBS,,9/19/2009,,,Loss,17,27
29,29,2.90528E+13,33,134,2,34,25,254,3,0,0,2,44,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,5,5,0,0,0,0,1,37,5,225,6,363,1,0,0,1,0,38,46,7,32,5,25,0,0,5,0,8,13,4,1879,6,48,11,5,1,0,5,5,0,Arizona,905,9/26/2009,29,528,107,TEAM,Pac-12 Conference,FBS,,9/26/2009,,,Win,37,32
30,29,2.90756E+13,30,77,2,53,39,384,1,2,0,6,140,0,2,-5,0,0,0,0,1,14,0,0,0,0,4,4,3,3,0,0,0,0,0,33,1,44,8,419,0,0,0,2,0,36,2,2,9,2,9,0,0,2,0,6,18,2,2359,8,81,16,8,2,0,8,3,4,Arizona,905,10/10/2009,29,756,139,TEAM,Pac-12 Conference,FBS,x,10/10/2009,,,Loss,33,36
31,29,6.74003E+14,14,138,2,52,40,415,3,0,0,4,102,0,0,0,0,0,0,0,1,79,1,0,0,0,1,1,5,4,1,0,0,0,0,43,3,124,8,530,0,0,0,2,2,47,26,3,8,1,6,0,0,1,0,4,17,2,1430,9,56,10,5,1,1,3,2,1,Arizona,905,10/17/2009,674,29,11,TEAM,Pac-12 Conference,FBS,,10/17/2009,,,Win,43,38
32,29,1.10003E+14,46,209,2,35,22,247,2,3,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,27,3,129,5,351,1,0,0,2,2,38,10,6,28,4,24,0,2,4,0,14,13,0,2138,2,11,16,9,1,1,4,2,0,Arizona,905,10/24/2009,110,29,11,TEAM,Pac-12 Conference,FBS,,10/24/2009,,,Win,27,13
33,29,7.54003E+14,54,294,3,24,15,177,1,0,0,2,131,1,3,115,1,0,0,0,0,0,0,0,0,0,2,2,6,6,0,0,0,0,0,48,0,0,9,620,6,0,0,0,0,30,10,7,28,5,26,0,2,3,0,18,7,2,2479,5,54,14,9,3,1,6,3,2,Arizona,905,11/7/2009,754,29,11,TEAM,Pac-12 Conference,FBS,x,11/7/2009,,,Win,48,7
34,29,2.90107E+13,28,73,1,41,25,201,1,1,0,6,142,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,16,6,216,4,218,0,0,0,1,1,39,30,8,23,3,11,1,1,1,0,4,11,3,1693,8,65,13,3,2,0,3,2,1,Arizona,905,11/14/2009,29,107,12,TEAM,Pac-12 Conference,FBS,,11/14/2009,,,Loss,16,24
35,29,5.29003E+14,35,127,1,47,30,314,4,1,0,6,121,0,4,44,0,0,0,0,1,3,0,0,0,0,3,2,5,5,0,0,0,0,0,41,6,247,5,321,0,0,0,2,1,55,6,9,23,0,0,0,2,5,0,7,11,4,2828,8,50,17,8,0,0,6,4,0,Arizona,905,11/21/2009,529,29,11,TEAM,Pac-12 Conference,FBS,,11/21/2009,,,Loss,41,44
36,29,2.90028E+13,23,117,1,43,24,148,0,0,0,4,76,0,4,87,1,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,20,9,426,4,261,0,1,0,1,0,45,8,10,40,5,27,0,1,2,1,4,8,1,1727,3,13,16,2,2,1,3,0,2,Arizona,905,11/28/2009,29,28,10,TEAM,Pac-12 Conference,FBS,,11/28/2009,,,Win,20,17
37,29,2.90657E+13,29,82,1,40,22,239,2,1,0,2,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,21,6,226,4,257,0,1,0,0,0,42,22,6,26,3,17,0,0,6,0,6,11,0,1878,6,35,17,9,2,1,3,2,0,Arizona,905,12/5/2009,29,657,14,TEAM,Pac-12 Conference,FBS,,12/5/2009,,,Win,21,17
38,29,2.90463E+13,20,63,0,31,10,46,0,1,0,7,148,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,374,1,65,0,0,0,1,0,54,13,3,12,0,0,0,0,1,0,3,2,1,1308,2,25,15,3,2,1,1,0,0,Arizona,905,12/30/2009,29,463,16,NEUTRAL,Pac-12 Conference,FBS,,12/30/2009,,,Loss,0,33
39,31,6.69003E+14,30,144,2,41,30,447,3,1,0,2,115,1,2,-2,0,0,0,0,2,5,0,0,0,0,2,2,6,6,0,0,0,0,0,48,1,36,9,566,0,3,0,2,0,48,22,8,25,3,15,3,0,1,0,10,19,0,1824,8,60,10,3,3,3,6,4,2,Arkansas,911,9/5/2009,669,31,8,TEAM,Southeastern Conference,FBS,,9/5/2009,,,Win,48,10
40,31,2.57003E+14,24,77,0,39,21,408,5,0,0,5,142,0,1,9,0,0,0,0,1,0,0,0,0,0,2,2,5,5,0,0,0,0,0,41,7,261,8,474,0,0,0,2,1,25,56,7,20,1,9,1,0,2,0,3,14,0,1688,11,100,14,3,2,1,4,2,2,Arkansas,911,9/19/2009,257,31,6,TEAM,Southeastern Conference,FBS,x,9/19/2009,,,Loss,41,52
41,31,3.10008E+13,26,63,0,41,16,191,1,1,0,4,102,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,10,358,2,132,0,0,0,0,0,37,40,7,16,1,2,2,0,0,0,3,10,1,1584,11,98,14,2,3,1,1,1,0,Arkansas,911,9/26/2009,31,8,5,TEAM,Southeastern Conference,FBS,,9/26/2009,,,Loss,7,35
42,31,6.97003E+14,31,163,1,27,17,271,4,1,0,5,110,0,3,10,0,1,85,1,0,0,0,0,0,0,2,2,6,5,0,0,0,0,0,47,4,174,9,583,0,0,0,3,2,61,10,9,32,2,9,2,2,6,0,5,10,1,1667,7,52,12,5,0,0,3,2,1,Arkansas,911,10/3/2009,697,31,155,NEUTRAL,Southeastern Conference,FBS,,10/3/2009,,,Win,47,19
43,31,3.70031E+13,45,221,4,37,24,274,2,1,0,3,145,0,1,6,0,1,1,0,0,0,0,0,0,0,1,1,6,5,0,0,0,0,0,44,4,164,8,494,0,0,0,1,0,53,23,7,46,3,32,3,2,4,0,12,10,6,2307,5,45,13,5,2,0,6,5,1,Arkansas,911,10/10/2009,37,31,6,TEAM,Southeastern Conference,FBS,,10/10/2009,,,Win,44,23
44,31,3.10235E+13,34,133,1,27,12,224,1,0,0,6,145,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,20,7,262,4,251,0,0,0,2,0,50,20,9,51,6,41,0,2,3,0,6,7,0,1720,10,92,13,2,1,1,4,1,2,Arkansas,911,10/17/2009,31,235,27,TEAM,Southeastern Conference,FBS,,10/17/2009,,,Loss,20,23
45,31,3.10433E+13,22,45,1,34,12,254,1,0,0,6,122,0,0,0,0,0,0,0,2,69,0,0,0,0,1,1,2,2,0,0,0,0,0,17,7,239,4,265,0,0,0,1,0,55,24,6,10,0,0,1,1,0,0,3,9,1,1367,6,40,13,4,1,0,1,1,0,Arkansas,911,10/24/2009,31,433,76,TEAM,Southeastern Conference,FBS,,10/24/2009,,,Loss,17,30
46,31,2.04003E+14,30,292,4,27,19,297,3,1,0,4,80,0,4,44,1,0,0,0,1,50,1,0,0,0,1,0,9,9,0,0,0,0,0,63,1,35,10,630,0,0,0,2,2,45,15,4,12,1,5,4,1,2,1,11,11,1,1663,7,45,9,4,2,1,4,4,0,Arkansas,911,10/31/2009,204,31,6,TEAM,Southeastern Conference,FBS,,10/31/2009,,,Win,63,27
47,31,6.48003E+14,36,76,4,27,23,329,0,0,0,4,54,0,1,38,0,0,0,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,1,33,4,137,5,333,2,0,0,0,0,44,23,4,18,2,16,2,0,4,0,7,10,0,1943,1,5,16,10,1,0,5,4,1,Arkansas,911,11/7/2009,648,31,6,TEAM,Southeastern Conference,FBS,,11/7/2009,,,Win,33,16
48,31,7.16003E+14,35,187,3,30,23,405,5,1,0,2,53,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,8,8,0,0,0,0,0,56,3,121,9,562,0,0,0,1,0,60,20,4,11,1,6,3,2,5,0,8,19,1,1911,9,63,9,5,1,1,5,5,0,Arkansas,911,9/26/2009,716,30,7,TEAM,Southeastern Conference,FBS,,9/26/2009,,,Loss,7,35
49,31,7.16003E+14,35,187,3,30,23,405,5,1,0,2,53,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,8,8,0,0,0,0,0,56,3,121,9,562,0,0,0,1,0,60,20,4,11,1,6,3,2,5,0,8,19,1,1911,9,63,9,5,1,1,5,5,0,Arkansas,911,11/14/2009,716,31,6,TEAM,Southeastern Conference,FBS,,11/14/2009,,,Win,56,20
50,31,4.30003E+14,27,83,1,34,18,313,5,2,0,3,63,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,42,5,211,7,449,0,0,0,0,0,67,29,9,54,4,33,1,2,2,0,7,11,4,1656,4,24,11,6,0,0,3,3,0,Arkansas,911,11/21/2009,430,31,8,TEAM,Southeastern Conference,FBS,,11/21/2009,,,Win,42,21
51,31,3.10365E+13,35,148,2,39,17,227,1,1,0,6,95,0,0,0,0,0,0,0,1,28,0,0,0,0,4,3,3,3,0,0,0,0,0,30,5,207,7,385,1,0,0,1,0,37,48,7,19,2,12,1,0,3,0,11,10,3,1833,4,30,15,5,1,1,5,3,1,Arkansas,911,11/28/2009,31,365,55,TEAM,Southeastern Conference,FBS,,11/28/2009,,,Loss,30,33
52,31,3.10196E+13,20,81,0,36,15,202,1,0,0,4,57,0,2,19,0,0,0,0,2,68,1,0,0,0,3,2,2,2,0,0,0,0,0,20,7,251,4,237,1,0,0,3,1,44,46,4,25,2,22,1,0,2,1,3,7,0,1325,4,25,13,0,3,1,2,0,2,Arkansas,911,1/2/2010,31,196,115,NEUTRAL,Southeastern Conference,FBS,,1/2/2010,,,Win,20,17
53,37,3.66004E+14,52,301,2,27,17,255,2,0,0,4,72,0,2,-6,0,0,0,0,1,0,0,0,0,0,3,3,4,4,0,0,0,0,0,37,2,82,7,459,0,0,0,3,2,42,28,7,21,3,14,11,1,3,0,17,9,1,1717,8,87,13,8,0,0,5,3,1,Auburn,911,9/5/2009,366,37,1,TEAM,Southeastern Conference,FBS,,9/5/2009,,,Win,37,13
54,37,4.30004E+14,59,390,5,24,11,199,1,0,0,5,105,0,3,7,0,0,0,0,2,20,1,0,0,0,0,0,7,7,0,0,0,0,0,49,5,144,8,543,0,1,0,2,0,31,44,4,7,1,2,10,0,3,0,18,8,3,1863,5,40,13,6,2,1,4,4,0,Auburn,911,9/12/2009,430,37,1,TEAM,Southeastern Conference,FBS,,9/12/2009,,,Win,49,24
55,37,7.68004E+14,41,100,0,33,17,300,4,1,0,6,102,0,2,24,0,0,0,0,5,59,1,0,0,0,2,2,5,5,0,0,0,0,0,41,5,220,8,511,1,1,0,1,0,51,22,5,31,3,18,8,1,3,0,7,12,1,1635,5,37,18,9,1,0,3,3,0,Auburn,911,9/19/2009,768,37,1,TEAM,Southeastern Conference,FBS,,9/19/2009,,,Win,41,30
56,37,4.70037E+13,34,254,2,29,21,306,5,1,0,7,169,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,1,54,2,87,9,538,0,1,0,2,1,47,34,7,51,3,40,6,2,4,0,10,11,0,1444,9,86,10,4,2,0,3,2,1,Auburn,911,9/26/2009,47,37,1,TEAM,Southeastern Conference,FBS,,9/26/2009,,,Win,54,30
57,37,3.70694E+13,48,224,1,35,20,235,1,0,0,4,140,0,2,9,0,0,0,0,0,0,0,0,0,0,5,4,2,2,0,0,1,0,0,26,6,255,7,455,0,0,0,2,0,37,26,3,7,0,0,5,0,7,1,11,13,0,2086,3,35,17,6,0,0,5,2,3,Auburn,911,10/3/2009,37,694,114,TEAM,Southeastern Conference,FBS,,10/3/2009,,,Win,26,22
58,37,3.70031E+13,35,242,3,29,15,133,0,0,0,8,174,0,1,15,0,0,0,0,1,0,0,0,0,0,1,1,2,2,1,0,0,0,0,23,7,273,5,343,2,0,0,4,3,61,20,4,14,1,8,2,0,5,0,9,5,1,1293,8,56,14,4,1,0,4,2,1,Auburn,911,10/10/2009,37,31,6,TEAM,Southeastern Conference,FBS,,10/10/2009,,,Loss,23,44
59,37,3.34004E+14,49,220,1,25,11,95,0,1,0,3,21,0,0,0,0,0,0,0,0,0,0,1,80,1,0,0,2,2,0,0,0,0,0,14,7,250,3,134,0,0,0,0,0,39,30,6,14,1,7,4,0,4,1,12,4,0,1645,10,76,18,6,4,2,1,1,0,Auburn,911,10/17/2009,334,37,1,TEAM,Southeastern Conference,FBS,,10/17/2009,,,Loss,14,21
60,37,3.70365E+13,41,112,0,20,11,81,1,1,0,4,85,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,7,278,3,107,0,0,0,3,2,27,50,9,39,3,22,3,1,3,0,9,5,1,1729,7,64,13,4,0,0,2,1,1,Auburn,911,10/24/2009,37,365,55,TEAM,Southeastern Conference,FBS,,10/24/2009,,,Loss,10,31
61,37,4.33004E+14,43,175,1,24,13,226,2,0,0,3,81,0,2,1,0,0,0,0,2,58,1,0,0,0,1,1,4,4,0,0,1,1,0,33,7,286,6,373,1,0,0,2,1,44,26,8,34,3,22,7,3,4,1,8,9,1,1604,6,43,15,5,1,0,2,1,1,Auburn,911,10/31/2009,433,37,1,TEAM,Southeastern Conference,FBS,,10/31/2009,,,Win,33,20
62,37,2.44004E+14,39,282,5,30,27,373,4,0,0,4,98,0,5,24,0,0,0,0,1,3,0,0,0,0,0,0,9,9,0,0,0,0,0,63,2,91,10,635,1,0,0,3,2,36,16,6,38,2,21,5,0,2,0,13,16,1,1908,7,55,8,6,0,0,5,5,0,Auburn,911,11/7/2009,244,37,1,TEAM,Southeastern Conference,FBS,,11/7/2009,,,Win,63,31
